0.011876,-0.30454,-0.952425,1496760699.22,,,
0.011843,-0.305418,-0.952145,1496760699.23,,,
0.011912,-0.306659,-0.951745,1496760699.24,,,
0.01254,-0.308299,-0.951207,1496760699.25,,,
0.012567,-0.309433,-0.950838,1496760699.26,,,
0.012403,-0.310123,-0.950616,1496760699.27,,,
0.011882,-0.310287,-0.950569,1496760699.28,,,
0.011269,-0.310326,-0.950563,1496760699.29,,,
0.010128,-0.309609,-0.95081,1496760699.30,,,
0.008978,-0.308749,-0.951101,1496760699.31,,,
0.008053,-0.30791,-0.951382,1496760699.32,,,
0.007434,-0.307585,-0.951492,1496760699.33,,,
0.007157,-0.307175,-0.951626,1496760699.34,,,
0.007082,-0.306995,-0.951685,1496760699.35,,,
0.007058,-0.307013,-0.951679,1496760699.36,,,
0.007235,-0.307081,-0.951656,1496760699.37,,,
0.007093,-0.307543,-0.951508,1496760699.38,,,
0.007019,-0.30823,-0.951286,1496760699.39,,,
0.007172,-0.309034,-0.951024,1496760699.40,,,
0.007937,-0.30999,-0.950707,1496760699.41,,,
0.008757,-0.31101,-0.950366,1496760699.42,,,
0.009509,-0.311996,-0.950036,1496760699.43,,,
0.010179,-0.312889,-0.949735,1496760699.44,,,
0.01085,-0.313783,-0.949433,1496760699.45,,,
0.01158,-0.31466,-0.949134,1496760699.46,,,
0.012352,-0.315498,-0.948846,1496760699.47,,,
0.013038,-0.316313,-0.948565,1496760699.48,,,
0.013603,-0.317093,-0.948297,1496760699.49,,,
0.014136,-0.317868,-0.948029,1496760699.50,,,
0.014765,-0.318824,-0.947699,1496760699.51,,,
0.015521,-0.31994,-0.947311,1496760699.52,,,
0.016414,-0.321217,-0.946863,1496760699.53,,,
0.017332,-0.322576,-0.946385,1496760699.54,,,
0.018204,-0.323877,-0.945924,1496760699.55,,,
0.018949,-0.324999,-0.945525,1496760699.56,,,
0.019515,-0.325883,-0.945209,1496760699.57,,,
0.019768,-0.32652,-0.944984,1496760699.58,,,
0.019746,-0.326826,-0.944878,1496760699.59,,,
0.019469,-0.326827,-0.944883,1496760699.60,,,
0.018956,-0.326483,-0.945013,1496760699.61,,,
0.018234,-0.325779,-0.94527,1496760699.62,,,
0.017237,-0.324927,-0.945582,1496760699.63,,,
0.015865,-0.32411,-0.945886,1496760699.64,,,
0.014236,-0.323382,-0.946162,1496760699.65,,,
0.012496,-0.322797,-0.946386,1496760699.66,,,
0.010665,-0.322341,-0.946564,1496760699.67,,,
0.008833,-0.322053,-0.94668,1496760699.68,,,
0.007095,-0.322027,-0.946704,1496760699.69,,,
0.005591,-0.322254,-0.946637,1496760699.70,,,
0.004417,-0.322799,-0.946457,1496760699.71,,,
0.003911,-0.323806,-0.946115,1496760699.72,,,
0.004245,-0.325281,-0.945608,1496760699.73,,,
0.005119,-0.327085,-0.944981,1496760699.74,,,
0.006226,-0.328994,-0.944311,1496760699.75,,,
0.007238,-0.330958,-0.943618,1496760699.76,,,
0.008108,-0.332785,-0.942968,1496760699.77,,,
0.008481,-0.334388,-0.942397,1496760699.78,,,
0.00841,-0.33553,-0.941992,1496760699.79,,,
0.00777,-0.336375,-0.941696,1496760699.80,,,
0.006922,-0.336899,-0.941515,1496760699.81,,,
0.006235,-0.337121,-0.941441,1496760699.82,,,
0.00571,-0.337103,-0.941451,1496760699.83,,,
0.005061,-0.336892,-0.94153,1496760699.84,,,
0.004251,-0.336393,-0.941712,1496760699.85,,,
0.003021,-0.335867,-0.941905,1496760699.86,,,
0.001871,-0.33522,-0.942138,1496760699.87,,,
0.000756,-0.334884,-0.942259,1496760699.88,,,
0.000103,-0.334918,-0.942247,1496760699.89,,,
-0.000442,-0.334783,-0.942295,1496760699.90,,,
-0.000364,-0.335195,-0.942149,1496760699.91,,,
0.000376,-0.33623,-0.94178,1496760699.92,,,
0.001995,-0.338766,-0.940868,1496760699.93,,,
0.003917,-0.340742,-0.940149,1496760699.94,,,
0.005744,-0.342789,-0.939395,1496760699.95,,,
0.007053,-0.344643,-0.938708,1496760699.96,,,
0.007575,-0.346481,-0.938026,1496760699.97,,,
0.007388,-0.347472,-0.937661,1496760699.98,,,
0.00659,-0.348016,-0.937466,1496760699.99,,,
0.005346,-0.348193,-0.937407,1496760700.00,,,
0.003178,-0.348641,-0.937251,1496760700.01,,,
0.001508,-0.348264,-0.937395,1496760700.02,,,
-0.000139,-0.347578,-0.937651,1496760700.03,,,
-0.001605,-0.346576,-0.938021,1496760700.04,,,
-0.003859,-0.34608,-0.938197,1496760700.05,,,
-0.004893,-0.344582,-0.938743,1496760700.06,,,
-0.005742,-0.343073,-0.939291,1496760700.07,,,
-0.006534,-0.341738,-0.939772,1496760700.08,,,
-0.008027,-0.340641,-0.940159,1496760700.09,,,
-0.008753,-0.339738,-0.940479,1496760700.10,,,
-0.009623,-0.339032,-0.940726,1496760700.11,,,
-0.010652,-0.338461,-0.94092,1496760700.12,,,
-0.011927,-0.337527,-0.94124,1496760700.13,,,
-0.012756,-0.337077,-0.941391,1496760700.14,,,
-0.013361,-0.336631,-0.941542,1496760700.15,,,
-0.013763,-0.336139,-0.941712,1496760700.16,,,
-0.014192,-0.335324,-0.941996,1496760700.17,,,
-0.014034,-0.334832,-0.942173,1496760700.18,,,
-0.013616,-0.334408,-0.94233,1496760700.19,,,
-0.012991,-0.334063,-0.942461,1496760700.20,,,
-0.012468,-0.333258,-0.942753,1496760700.21,,,
-0.011667,-0.33299,-0.942858,1496760700.22,,,
-0.010846,-0.332761,-0.942949,1496760700.23,,,
-0.009896,-0.33262,-0.943009,1496760700.24,,,
-0.009041,-0.332435,-0.943083,1496760700.25,,,
-0.007811,-0.332556,-0.943051,1496760700.26,,,
-0.006247,-0.333062,-0.942884,1496760700.27,,,
-0.004266,-0.333905,-0.942597,1496760700.28,,,
-0.002028,-0.33512,-0.942173,1496760700.29,,,
0.000156,-0.336637,-0.941635,1496760700.30,,,
0.002036,-0.338279,-0.941044,1496760700.31,,,
0.003455,-0.33986,-0.94047,1496760700.32,,,
0.004306,-0.341196,-0.939982,1496760700.33,,,
0.004679,-0.34229,-0.939583,1496760700.34,,,
0.004777,-0.343149,-0.939269,1496760700.35,,,
0.004817,-0.343777,-0.939039,1496760700.36,,,
0.004873,-0.344242,-0.938868,1496760700.37,,,
0.004986,-0.344467,-0.938785,1496760700.38,,,
0.005152,-0.344533,-0.93876,1496760700.39,,,
0.005312,-0.344405,-0.938806,1496760700.40,,,
0.005373,-0.344094,-0.93892,1496760700.41,,,
0.005226,-0.343677,-0.939074,1496760700.42,,,
0.004912,-0.343265,-0.939226,1496760700.43,,,
0.004583,-0.342974,-0.939334,1496760700.44,,,
0.004362,-0.342936,-0.939349,1496760700.45,,,
0.004284,-0.343231,-0.939241,1496760700.46,,,
0.00435,-0.343831,-0.939021,1496760700.47,,,
0.005186,-0.344766,-0.938674,1496760700.48,,,
0.006217,-0.34551,-0.938395,1496760700.49,,,
0.007312,-0.345874,-0.938252,1496760700.50,,,
0.007991,-0.345891,-0.938241,1496760700.51,,,
0.008404,-0.345732,-0.938296,1496760700.52,,,
0.008142,-0.345043,-0.938551,1496760700.53,,,
0.00772,-0.344101,-0.938901,1496760700.54,,,
0.007379,-0.342923,-0.939335,1496760700.55,,,
0.007696,-0.341507,-0.939848,1496760700.56,,,
0.007825,-0.339834,-0.940453,1496760700.57,,,
0.007933,-0.338053,-0.941094,1496760700.58,,,
0.007786,-0.336375,-0.941696,1496760700.59,,,
0.007756,-0.33498,-0.942193,1496760700.60,,,
0.007127,-0.333654,-0.942669,1496760700.61,,,
0.006318,-0.332614,-0.943042,1496760700.62,,,
0.0054,-0.331891,-0.943302,1496760700.63,,,
0.004747,-0.331668,-0.943384,1496760700.64,,,
0.003833,-0.331525,-0.943439,1496760700.65,,,
0.002902,-0.331604,-0.943414,1496760700.66,,,
0.001971,-0.331843,-0.943333,1496760700.67,,,
0.001245,-0.33207,-0.943254,1496760700.68,,,
0.000455,-0.33242,-0.943131,1496760700.69,,,
-0.000338,-0.332755,-0.943013,1496760700.70,,,
-0.000945,-0.332666,-0.943044,1496760700.71,,,
-0.001566,-0.332412,-0.943133,1496760700.72,,,
-0.002147,-0.331997,-0.943278,1496760700.73,,,
-0.002529,-0.331332,-0.943511,1496760700.74,,,
-0.002646,-0.330306,-0.94387,1496760700.75,,,
-0.002772,-0.328906,-0.944359,1496760700.76,,,
-0.002907,-0.326849,-0.945072,1496760700.77,,,
-0.003543,-0.324098,-0.946017,1496760700.78,,,
-0.00481,-0.321422,-0.946924,1496760700.79,,,
-0.006955,-0.318223,-0.947991,1496760700.80,,,
-0.009932,-0.314664,-0.949151,1496760700.81,,,
-0.013593,-0.310719,-0.950405,1496760700.82,,,
-0.017997,-0.306748,-0.951621,1496760700.83,,,
